tax_id	abundance	lineage	estimated counts
1281	0.48973665697189106	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus;	36455.99674498757
2462	0.005673682932539541	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;garvieae;	422.3489574982434
12837	0.0647947674980228	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae;	4823.3224925528175
4899	0.12921195846795275	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum;	9618.538188354403
485	0.040522801178965284	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;	3016.5173197621757
144	0.042051749722100504	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;	3130.3322493131614
7438	0.009599135524414529	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;carnosum;	714.5596484374175
1307	0.007416322312084408	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis;	552.0710329115633
27	0.0008977412303976082	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;	66.82785719079796
578	0.010672843156268461	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;	794.4864445526242
14380	0.0008499226645961193	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;garlicum;	63.26824315253512
246	0.06106914245229084	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;	4545.98696414853
1813	0.0049442207998725745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;cibaria;	368.04779634251446
4225	0.02075294837368942	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;fallax;	1544.8494769374404
168	0.009861338063233246	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;	734.0780054270829
