tax_id	abundance	lineage	estimated counts
1281	0.5365595981527871	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus;	112154.90656348447
144	0.03091811545649264	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;	6462.6900014088305
578	0.02229645236469828	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;	4660.538251983423
4899	0.059232026610565675	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum;	12381.033594300101
12837	0.07217629888020038	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae;	15086.723049732766
76	0.023091527371908453	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;	4826.729600440536
106	0.008525780301272974	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	1782.1097532538847
11300	0.004152850784960576	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;holzapfelii;	868.0537881771694
19198	0.02875342152302925	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Floricoccus;penangensis;	6010.212687272712
1001	0.009475757253535102	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;lactis;	1980.6796356774282
259	0.0002650187895782207	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae;	55.39581751037716
2462	0.00987208271409233	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;garvieae;	2063.5219613958634
1813	0.0072440103978240545	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;cibaria;	1514.1865174155707
1307	0.015528443802086822	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis;	3245.848494175
1532	0.0012004724243155022	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;hirae;	250.92994896497217
2975	0.002526206450156226	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Fructilactobacillus;	528.0428294503553
687	0.008904620564168126	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;	1861.2972180458066
1921	0.007730082049042644	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides;	1615.7881303831878
15397	0.00020871571561784173	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;	43.62701117273499
485	0.015910372183327727	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;	3325.6814559922614
18186	0.0008719902766575569	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;inhae;	182.2686395686225
1226	0.005526890764324573	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides;	1155.2638689037083
7438	0.012188873675302893	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;carnosum;	2547.7915088538625
801	0.0023887350176446933	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;salivarius;	499.30772579819967
246	0.030261310014919877	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;	6325.400587178642
281	0.00043723333281882814	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;	91.39313462578838
7047	0.00185278810754167	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;	387.28088696700513
7586	0.0030736708795025664	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;piscium;	642.4771292589035
14380	0.001587043650595402	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;garlicum;	331.7333861093545
458	0.001792868698787172	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus;	374.7561726326874
44	0.0017967962273695308	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;	375.57712822214353
249	0.003615294882970851	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;	755.6906282078652
5320	0.001055080126686858	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;italicus;	220.53917856084718
4462	0.0012411306968219667	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;	259.4285850339084
2207	0.00046701586366336927	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;	97.61845791809942
1701	0.0012154028588377676	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus;	254.0507979714232
419	0.0038834924818317625	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;gelidum;	811.750899507366
9562	0.00013007597400407572	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;hermanniensis;	27.18926054217593
1827	0.005807639439525021	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;	1213.9476414861572
6706	0.00044129123393051023	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;	92.24134146355883
2390	0.00018306988933906952	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;lutetiensis;	38.26636668898834
2559	0.00010586493733632092	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;raffinosus;	22.128524391661816
8429	0.00046249235207996084	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;thermophilus;	96.67292638586589
126	0.00025533427222835424	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;equinus;	53.37150158680397
3389	0.003913167605322489	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;confusa;	817.9537718701386
422	0.0007369717865845672	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus;	154.04626466262576
1437	0.00029387494448100747	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;gallolyticus;	61.42750414508707
2180	0.005083397366872132	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;	1062.5622180078144
14685	0.0006245884667815492	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;hircilactis;	130.5552288574801
96	0.0006358751593874863	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;	132.91444106612872
4908	8.869407235189618e-05	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;	18.53936716742745
848	0.0028382646064661317	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecium;	593.2710976311896
3255	0.00019995248608897833	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;lactis;	41.79526835723478
4225	0.0012236811033087278	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;fallax;	255.78116630021015
27	0.002759798855053529	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;	576.869715476419
13357	0.00013971123133771094	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;suionicum;	29.203279841596366
201	0.0008135600253744281	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;	170.0551978639152
4516	0.0003565048683476675	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;paramesenteroides;	74.51878661123955
1829	0.0005829448909144962	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;aerius;	121.85063876829348
6579	0.00021527469961284677	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;infantarius;	44.99800936127491
84	6.262917073380439e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;	13.091125041804196
14622	0.00016379937467179905	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;laudensis;	34.23832809014747
18962	9.153494466953476e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;wuhouensis;	19.13318334449417
