tax_id	abundance	lineage	estimated counts
259	0.18001863383323505	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae;	11695.27058424378
2744	0.013718950575239641	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;gallinarum;	891.2790620215937
4789	0.04708173689768421	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;galactosidilyticus;	3058.75920103185
249	0.06699003434847978	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;	4352.141561517686
338	0.1911642989150145	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	12419.371007611746
2793	0.0016286079655620654	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;aurimucosum;	105.8057736986707
4533	0.005519746147538063	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;rettgeri;	358.60134796710537
12	0.036805259897656234	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;	2391.1273197710325
57	0.0011407116298014165	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;	74.10861245330862
5721	0.0033219897135025613	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;singulare;	215.8197057171209
1210	0.019338056836567426	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;simulans;	1256.335538501276
4723	0.0009012721897635974	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;penneri;	58.55295035237163
410	0.00164462102328937	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;subtilis;	106.8460940200405
175	0.0003944233283052129	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;	25.624500370004768
106	0.003775939135744257	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	245.31143783189714
245	0.009104056265898183	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;	591.4632234266072
1532	0.007036396954224612	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;hirae;	457.1336009251104
27	0.06250962008480551	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;	4061.0624880495598
51	0.0022270288607909947	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;cereus;	144.68338399900856
4771	0.0064198882499483766	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;quasipneumoniae;	417.0808799343962
2507	0.07188428080159309	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;mirabilis;	4670.106070837099
518	0.007473094714407564	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;cloacae;	485.50454431091623
76	0.00018268910492016336	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;	11.868763079348254
5841	0.0392707622340978	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;ruris;	2551.3036100626314
809	0.01877370279250658	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;	1219.6711493207752
4462	0.0032918701434344255	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;	213.86292760850432
92	0.01909899081042175	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;	1240.8041359806698
848	0.0137411570269444	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecium;	892.7217485694969
356	0.005774491012495427	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecalis;	375.1513576087904
2725	0.006005739237576593	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;casseliflavus;	390.17486104763856
4817	0.003605084858982447	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;minutissimum;	234.21154803351263
3335	0.0019606603119753166	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;xerosis;	127.37821848810039
590	0.005271676949756083	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;enterica;	342.48503639480344
819	0.001227649670154566	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;durans;	79.7567161209317
540	0.0020539217672101272	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;mundtii;	133.43713545034035
2892	0.007113177236153988	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;variicola;	462.12178550121615
18764	0.0003004237556131807	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;provencense;	19.51763013092151
687	0.001248852998292482	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;	81.13423274006769
254	0.001374819137673316	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;oxytoca;	89.31787491722233
7856	0.0017551358747583195	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;ravenspurgense;	114.02591237542374
5368	0.00034785908541163057	Bacteria;Firmicutes;Bacilli;Lactobacillales;	22.599361201937402
510	0.0034311360736772175	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;hormaechei;	222.9106172985878
1138	0.00044272974553556953	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;caccae;	28.762823378209344
18747	0.0012333185756751629	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;	80.12500790588831
277	0.0002688002023907408	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia;	17.463142748719257
1916	0.0010119537031180823	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;saccharolyticus;	65.74359623047245
3892	0.00023717664916830054	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas;denitrificans;	15.408655366516982
96	0.004189425805787317	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;	272.17442632458466
413	0.0019132246775643773	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;asburiae;	124.2964676273249
3149	0.0023559548829800545	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;caeni;	153.0593208825652
2698	0.0004576118159509726	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;doosanense;	29.729666846886836
2559	0.001802594292648109	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;raffinosus;	117.10914341046968
635	0.004644065706429567	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;	301.71101674960966
7463	0.00017392954274942493	Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Brochothrix;	11.299680603801889
3210	0.00047579405713363396	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;jeikeium;	30.9109125098008
5506	0.00022136487232946763	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;oryzae;	14.381411660628524
19233	0.004041513558823235	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;niameyensis;	262.5650113760691
6269	0.0002371767286409694	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia;	15.40866052961786
3139	0.0024035438510613062	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;spheniscorum;	156.15103337189987
2804	0.0006008475112263614	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;granulomatis;	39.03526026184302
